date,team,pts,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,ortg,drtg,pace,ts,ast_pct,stl_pct,blk_pct,efg_pct,tov_pct,orb_pct,ft_rate
2014-10-29,Atlanta Hawks,102.0,40.0,80.0,0.5,13.0,22.0,0.59,9.0,17.0,0.53,10.0,32.0,42.0,26.0,6.0,8.0,19.0,24.0,107.4,114.8,95.0,0.58,65.0,6.3,12.5,0.58,17.8,23.8,0.11
2014-11-01,Atlanta Hawks,102.0,40.0,80.0,0.5,13.0,22.0,0.59,9.0,17.0,0.53,10.0,32.0,42.0,26.0,6.0,8.0,19.0,24.0,107.4,114.8,95.0,0.58,65.0,6.3,12.5,0.58,17.8,23.8,0.11
2014-11-05,Atlanta Hawks,102.0,37.5,74.5,0.5,10.0,21.0,0.47,17.0,25.0,0.64,6.5,33.0,39.5,26.0,8.0,7.0,16.0,22.0,108.4,106.75,94.1,0.6,69.65,8.5,12.35,0.57,15.65,16.05,0.24
2014-11-07,Atlanta Hawks,98.67,37.67,80.33,0.47,9.33,22.33,0.42,14.0,20.33,0.67,7.67,31.0,38.67,26.0,10.0,6.33,15.33,23.0,104.2,103.8,94.73,0.56,69.23,10.53,11.43,0.53,14.63,17.5,0.19
2014-11-08,Atlanta Hawks,103.75,39.0,83.5,0.47,10.25,25.0,0.41,15.5,21.75,0.7,7.5,31.0,38.5,26.5,9.5,5.5,16.25,25.5,104.08,104.42,94.8,0.56,68.2,9.65,9.55,0.53,14.82,16.85,0.19
2014-11-10,Atlanta Hawks,103.6,37.8,83.0,0.46,10.0,24.4,0.41,18.0,24.6,0.71,8.4,30.6,39.0,24.8,9.6,5.4,14.8,23.8,106.3,105.0,93.72,0.55,65.46,9.96,9.22,0.52,13.56,19.06,0.22
2014-11-12,Atlanta Hawks,101.5,36.0,81.0,0.44,10.0,24.83,0.41,19.5,25.17,0.75,8.5,30.33,38.83,24.0,9.17,5.0,15.0,22.5,105.72,103.5,92.85,0.55,66.9,9.62,8.57,0.51,13.98,19.83,0.25
2014-11-14,Atlanta Hawks,101.29,36.43,80.29,0.45,9.86,24.14,0.41,18.57,24.14,0.75,9.14,30.71,39.86,23.86,9.0,4.86,16.0,21.0,106.2,103.83,92.69,0.56,65.77,9.49,8.24,0.52,14.96,22.3,0.24
2014-11-15,Atlanta Hawks,102.88,37.12,79.62,0.47,10.0,24.62,0.41,18.62,24.0,0.76,8.38,31.0,39.38,25.0,9.12,4.88,15.62,20.88,108.24,104.68,92.74,0.57,67.38,9.64,8.39,0.53,14.74,20.76,0.24
2014-11-18,Atlanta Hawks,101.89,37.44,80.78,0.47,9.22,24.33,0.38,17.78,22.78,0.77,8.67,30.44,39.11,25.11,8.78,5.22,16.0,19.89,106.83,107.39,93.37,0.56,67.11,9.24,8.97,0.52,14.94,21.11,0.23
2014-11-21,Atlanta Hawks,102.6,37.8,81.2,0.47,9.2,24.6,0.37,17.8,22.8,0.77,9.1,29.9,39.0,24.8,8.6,5.0,15.5,19.6,108.03,109.08,93.2,0.56,65.77,9.08,8.5,0.52,14.49,21.95,0.23
2014-11-25,Atlanta Hawks,102.27,37.82,81.09,0.47,8.82,24.55,0.36,17.82,23.09,0.76,9.0,30.64,39.64,24.36,8.45,5.0,15.0,19.45,108.11,108.06,92.99,0.56,64.57,8.95,8.46,0.52,14.07,21.77,0.23
2014-11-26,Atlanta Hawks,102.58,37.67,81.42,0.46,8.67,24.58,0.35,18.58,24.0,0.77,9.25,30.67,39.92,23.75,9.08,5.08,14.67,19.75,108.25,107.87,93.28,0.56,63.12,9.59,8.54,0.52,13.73,22.28,0.23
2014-11-28,Atlanta Hawks,103.54,38.0,81.46,0.47,8.77,24.54,0.36,18.77,24.0,0.77,9.23,30.08,39.31,24.31,8.54,5.0,14.62,20.08,109.4,109.95,93.28,0.56,63.95,9.02,8.46,0.52,13.68,22.61,0.24
2014-11-29,Atlanta Hawks,103.29,38.0,81.07,0.47,8.5,24.0,0.35,18.79,23.86,0.78,9.36,30.14,39.5,24.43,8.36,5.14,14.86,19.64,109.58,109.37,93.01,0.57,64.26,8.85,8.63,0.52,13.94,23.11,0.24
2014-12-02,Atlanta Hawks,103.4,38.13,80.67,0.47,8.73,23.93,0.36,18.4,23.33,0.78,9.07,30.73,39.8,24.87,8.33,5.13,14.8,19.47,110.06,107.64,92.8,0.57,65.15,8.85,8.57,0.53,13.99,22.69,0.23
2014-12-03,Atlanta Hawks,103.75,38.44,80.75,0.48,8.88,23.94,0.37,18.0,22.75,0.79,8.75,30.5,39.25,25.56,8.31,5.31,14.88,19.12,110.0,107.48,93.24,0.57,66.31,8.8,8.85,0.53,14.08,21.94,0.23
2014-12-05,Atlanta Hawks,104.24,38.53,80.35,0.48,9.06,24.0,0.38,18.12,22.76,0.79,8.53,30.18,38.71,25.53,8.35,5.06,15.12,19.41,110.54,107.54,93.29,0.58,66.08,8.85,8.45,0.54,14.33,21.6,0.23
2014-12-07,Atlanta Hawks,103.89,38.33,80.39,0.48,9.28,24.56,0.38,17.94,22.83,0.78,8.39,30.72,39.11,25.33,8.56,5.0,14.89,19.56,110.06,105.9,93.44,0.58,65.91,9.05,8.34,0.54,14.13,21.09,0.23
2014-12-08,Atlanta Hawks,103.47,38.21,80.74,0.47,9.32,24.68,0.38,17.74,22.63,0.78,8.53,30.79,39.32,25.37,8.58,4.95,14.74,19.32,109.73,105.11,93.39,0.57,66.24,9.08,8.27,0.53,13.97,21.22,0.22
2014-12-10,Atlanta Hawks,103.7,38.3,80.55,0.48,9.3,24.5,0.38,17.8,22.85,0.78,8.4,31.3,39.7,25.45,8.7,5.05,14.8,19.35,109.72,104.51,93.66,0.57,66.3,9.18,8.47,0.54,14.04,20.9,0.22
2014-12-12,Atlanta Hawks,103.29,38.29,81.05,0.47,9.33,24.76,0.38,17.38,22.38,0.77,8.76,31.52,40.29,25.48,9.0,4.86,14.95,19.19,109.33,103.56,93.65,0.57,66.4,9.51,8.17,0.53,14.12,21.5,0.22
2014-12-13,Atlanta Hawks,102.55,37.86,80.91,0.47,9.32,24.95,0.37,17.5,22.59,0.77,8.59,31.77,40.36,25.41,9.14,4.77,14.82,18.86,108.59,102.79,93.65,0.57,67.15,9.66,8.06,0.53,14.01,21.06,0.22
2014-12-15,Atlanta Hawks,102.39,37.74,81.04,0.47,9.26,25.04,0.37,17.65,22.65,0.78,8.61,31.78,40.39,25.35,8.91,4.74,14.65,18.87,108.59,103.09,93.54,0.56,67.21,9.43,8.04,0.52,13.86,21.17,0.22
2014-12-17,Atlanta Hawks,102.0,37.67,81.12,0.47,9.17,24.88,0.37,17.5,22.42,0.78,8.46,31.92,40.38,25.38,8.96,4.83,14.46,18.79,108.13,102.55,93.61,0.56,67.42,9.48,8.16,0.52,13.7,20.73,0.22
2014-12-20,Atlanta Hawks,103.0,38.12,80.92,0.47,9.44,25.0,0.38,17.32,22.16,0.78,8.36,32.0,40.36,25.8,8.72,4.84,14.24,18.72,109.65,102.96,93.34,0.57,67.66,9.24,8.22,0.53,13.54,20.73,0.22
2014-12-22,Atlanta Hawks,103.04,38.12,80.65,0.47,9.46,25.04,0.38,17.35,22.23,0.78,8.19,32.04,40.23,25.81,8.65,5.0,14.27,18.58,109.75,103.02,93.32,0.57,67.69,9.17,8.7,0.53,13.6,20.42,0.22
2014-12-23,Atlanta Hawks,103.11,38.19,80.67,0.48,9.37,24.81,0.38,17.37,22.41,0.77,8.11,32.22,40.33,25.81,8.56,5.04,14.37,18.67,109.55,102.96,93.59,0.57,67.59,9.06,8.74,0.53,13.67,20.21,0.22
2014-12-26,Atlanta Hawks,103.25,38.04,80.5,0.47,9.46,24.75,0.38,17.71,22.86,0.77,8.14,32.29,40.43,25.89,8.46,4.96,14.36,18.75,109.68,103.21,93.62,0.57,68.12,8.96,8.6,0.53,13.66,20.22,0.22
2014-12-27,Atlanta Hawks,102.34,37.79,80.34,0.47,9.28,24.69,0.38,17.48,22.55,0.77,8.14,32.21,40.34,25.69,8.45,4.93,14.66,18.76,108.67,103.5,93.7,0.57,67.99,8.93,8.53,0.53,13.94,20.18,0.22
2014-12-30,Atlanta Hawks,101.93,37.63,80.67,0.47,9.27,24.83,0.37,17.4,22.43,0.77,8.43,32.27,40.7,25.67,8.47,4.9,14.67,18.7,108.33,103.16,93.61,0.57,68.25,8.97,8.52,0.53,13.92,20.62,0.22
2015-01-02,Atlanta Hawks,102.17,37.63,80.63,0.47,9.17,25.07,0.36,17.73,22.73,0.78,8.33,32.43,40.77,25.57,8.7,4.8,14.53,18.53,108.43,102.74,93.74,0.57,68.0,9.2,8.41,0.53,13.8,20.44,0.22
2015-01-03,Atlanta Hawks,102.03,37.57,81.03,0.47,9.13,25.17,0.36,17.77,22.63,0.79,8.6,32.5,41.1,25.5,8.67,4.7,14.47,18.43,108.39,102.83,93.65,0.56,67.95,9.17,8.19,0.52,13.7,21.06,0.22
2015-01-05,Atlanta Hawks,102.8,37.73,80.77,0.47,9.07,24.9,0.36,18.27,23.3,0.79,8.6,32.8,41.4,25.2,8.5,4.7,14.47,18.1,108.97,103.08,93.84,0.57,66.99,8.98,8.15,0.53,13.69,21.15,0.23
2015-01-07,Atlanta Hawks,102.4,37.5,80.37,0.47,9.07,24.7,0.37,18.33,23.53,0.78,8.6,32.9,41.5,25.1,8.67,4.67,14.23,17.77,109.11,102.83,93.98,0.57,67.13,9.18,8.15,0.53,13.55,21.19,0.23
2015-01-09,Atlanta Hawks,102.17,37.47,80.07,0.47,9.2,24.8,0.37,18.03,23.1,0.78,8.47,32.9,41.37,25.2,8.9,4.63,14.53,17.7,108.73,102.36,94.08,0.57,67.5,9.42,8.11,0.53,13.87,20.94,0.23
2015-01-11,Atlanta Hawks,102.67,37.9,80.43,0.47,9.2,24.67,0.37,17.67,22.97,0.77,8.37,33.37,41.73,25.43,8.77,4.63,14.47,17.6,108.88,102.64,94.42,0.57,67.28,9.26,8.12,0.53,13.77,20.64,0.22
2015-01-13,Atlanta Hawks,103.33,38.0,80.87,0.47,9.43,25.03,0.37,17.9,23.17,0.78,8.37,33.23,41.6,25.8,8.97,4.6,14.03,17.7,109.56,102.31,94.45,0.57,68.01,9.47,8.09,0.53,13.35,20.38,0.22
2015-01-14,Atlanta Hawks,103.03,38.0,81.27,0.47,9.47,24.87,0.38,17.57,22.93,0.77,8.77,33.2,41.97,25.83,8.83,4.53,14.23,17.6,109.26,101.75,94.44,0.57,68.09,9.33,7.97,0.53,13.47,21.37,0.22
2015-01-16,Atlanta Hawks,103.4,37.87,80.7,0.47,9.7,25.1,0.39,17.97,23.4,0.77,8.6,33.3,41.9,25.73,9.07,4.5,14.0,17.6,110.0,100.86,94.12,0.57,68.06,9.62,7.99,0.53,13.33,21.18,0.22
2015-01-17,Atlanta Hawks,103.43,37.9,80.17,0.47,9.8,24.97,0.39,17.83,23.17,0.77,8.3,33.4,41.7,26.0,9.07,4.6,14.2,17.6,110.1,100.0,94.08,0.57,68.65,9.62,8.19,0.54,13.6,20.69,0.22
2015-01-19,Atlanta Hawks,103.7,37.97,80.3,0.47,10.0,25.03,0.4,17.77,23.0,0.77,8.33,33.17,41.5,26.37,9.17,4.67,14.2,17.63,110.32,100.29,94.14,0.58,69.48,9.72,8.36,0.54,13.59,20.69,0.22
2015-01-21,Atlanta Hawks,103.27,38.0,80.27,0.48,10.07,25.2,0.4,17.2,22.33,0.77,8.1,33.37,41.47,26.83,8.9,4.5,14.2,17.5,109.98,99.7,94.04,0.58,70.7,9.46,8.11,0.54,13.62,20.12,0.22
2015-01-23,Atlanta Hawks,103.1,37.9,80.13,0.48,10.17,25.37,0.4,17.13,22.4,0.77,8.1,33.73,41.83,26.8,9.23,4.47,14.27,17.47,109.73,98.39,94.1,0.58,70.8,9.81,8.05,0.54,13.69,19.97,0.22
2015-01-25,Atlanta Hawks,103.2,37.97,80.37,0.47,10.33,25.63,0.4,16.93,22.1,0.77,8.07,33.93,42.0,26.83,9.23,4.4,14.3,17.43,109.59,98.23,94.3,0.58,70.77,9.79,7.97,0.54,13.7,19.88,0.21
2015-01-28,Atlanta Hawks,103.43,38.13,80.53,0.48,10.27,25.8,0.4,16.9,22.17,0.77,8.17,33.33,41.5,26.8,9.23,4.4,14.17,17.53,109.99,99.29,94.2,0.58,70.41,9.8,8.01,0.54,13.55,20.11,0.21
2015-01-30,Atlanta Hawks,103.57,37.97,80.53,0.47,10.3,26.1,0.4,17.33,22.57,0.77,8.43,33.53,41.97,26.57,9.1,4.27,14.07,17.67,110.45,99.48,93.94,0.57,70.16,9.68,7.79,0.54,13.45,20.8,0.22
2015-01-31,Atlanta Hawks,103.33,37.97,80.87,0.47,10.27,26.03,0.4,17.13,22.53,0.76,8.5,33.87,42.37,26.6,9.2,4.37,13.87,17.43,110.05,99.23,94.07,0.57,70.25,9.77,7.95,0.54,13.24,20.79,0.21
2015-02-02,Atlanta Hawks,103.1,37.93,80.77,0.47,10.17,25.83,0.39,17.07,22.33,0.77,8.57,33.73,42.3,26.53,9.0,4.4,13.9,17.23,110.05,99.8,93.85,0.57,70.11,9.58,8.1,0.53,13.29,21.01,0.21
2015-02-04,Atlanta Hawks,103.23,38.07,80.83,0.47,10.07,25.67,0.39,17.03,22.27,0.77,8.5,33.43,41.93,26.3,8.9,4.37,13.7,17.23,110.3,101.04,93.76,0.57,69.29,9.48,8.03,0.54,13.12,20.91,0.21
2015-02-06,Atlanta Hawks,103.13,38.0,80.93,0.47,10.13,25.8,0.39,17.0,22.27,0.77,8.6,33.3,41.9,26.2,8.77,4.2,13.63,17.3,110.31,101.28,93.66,0.57,69.14,9.35,7.73,0.53,13.05,21.08,0.21
2015-02-08,Atlanta Hawks,104.1,38.0,80.47,0.47,10.3,25.7,0.4,17.8,23.07,0.77,8.2,33.23,41.43,26.27,8.7,4.3,13.47,17.4,111.02,102.29,93.91,0.58,69.32,9.24,7.85,0.54,12.93,20.34,0.22
2015-02-09,Atlanta Hawks,104.13,38.13,80.53,0.48,10.4,25.73,0.4,17.47,22.53,0.78,8.13,33.13,41.27,26.03,8.5,4.37,13.53,17.53,111.07,102.77,93.89,0.58,68.28,9.03,7.86,0.54,13.01,20.19,0.22
2015-02-11,Atlanta Hawks,104.73,38.43,80.6,0.48,10.47,25.53,0.41,17.4,22.4,0.78,8.17,32.93,41.1,26.1,8.83,4.43,13.57,17.6,111.65,102.88,93.95,0.58,67.96,9.39,7.87,0.54,13.04,20.3,0.22
2015-02-20,Atlanta Hawks,104.57,38.33,80.43,0.48,10.47,25.8,0.41,17.43,22.6,0.77,8.17,33.07,41.23,26.0,8.7,4.37,13.63,17.6,111.56,103.08,93.86,0.58,67.88,9.25,7.78,0.54,13.1,20.31,0.22
2015-02-22,Atlanta Hawks,103.0,37.67,80.83,0.47,10.2,26.13,0.39,17.47,22.77,0.77,8.53,33.1,41.63,25.43,8.8,4.47,14.1,17.37,109.41,102.9,94.23,0.57,67.61,9.34,7.86,0.53,13.41,20.67,0.22
2015-02-25,Atlanta Hawks,102.77,37.57,81.27,0.46,10.17,26.27,0.39,17.47,22.67,0.77,8.93,32.9,41.83,25.33,8.9,4.4,14.27,17.43,109.07,102.42,94.31,0.56,67.52,9.44,7.58,0.53,13.48,21.42,0.22
2015-02-27,Atlanta Hawks,102.73,37.53,81.4,0.46,10.37,26.8,0.39,17.3,22.3,0.78,9.07,32.7,41.77,25.4,8.93,4.27,14.07,17.33,109.46,102.28,93.94,0.56,67.75,9.5,7.39,0.53,13.32,21.73,0.21
2015-02-28,Atlanta Hawks,102.33,37.6,81.57,0.46,10.43,27.07,0.39,16.7,21.53,0.78,9.13,32.6,41.73,25.37,9.1,4.33,14.2,17.03,109.14,101.81,93.85,0.56,67.5,9.69,7.54,0.53,13.46,21.94,0.21
2015-03-03,Atlanta Hawks,102.87,37.7,81.67,0.46,10.63,27.13,0.4,16.83,21.73,0.78,9.13,32.57,41.7,25.47,9.23,4.37,14.1,17.03,109.68,101.23,93.87,0.57,67.6,9.83,7.62,0.53,13.35,21.96,0.21
2015-03-06,Atlanta Hawks,103.33,37.9,81.53,0.47,10.6,27.13,0.4,16.93,21.8,0.78,8.87,32.77,41.63,25.4,9.03,4.43,14.1,16.9,109.93,101.39,94.1,0.57,67.04,9.6,7.76,0.53,13.36,21.56,0.21
2015-03-07,Atlanta Hawks,103.23,38.0,81.7,0.47,10.47,26.87,0.39,16.77,21.5,0.78,9.0,32.43,41.43,25.53,8.93,4.4,14.03,17.0,110.18,101.58,93.81,0.57,67.22,9.53,7.88,0.53,13.3,21.91,0.21
2015-03-09,Atlanta Hawks,102.77,37.9,81.57,0.47,10.63,26.93,0.4,16.33,21.03,0.78,8.8,32.47,41.27,25.4,8.9,4.6,14.3,16.9,109.46,101.36,94.02,0.57,67.02,9.47,8.21,0.53,13.56,21.4,0.2
2015-03-11,Atlanta Hawks,103.27,38.23,81.7,0.47,11.1,27.57,0.41,15.7,20.23,0.77,8.8,32.03,40.83,26.23,8.87,4.63,14.27,17.0,110.52,101.75,93.63,0.57,68.34,9.47,8.26,0.54,13.56,21.61,0.19
2015-03-13,Atlanta Hawks,103.1,38.17,81.7,0.47,10.97,27.57,0.4,15.8,20.03,0.78,8.83,31.7,40.53,26.0,8.8,4.67,14.47,16.83,110.38,102.35,93.6,0.57,67.79,9.41,8.32,0.54,13.73,21.73,0.2
2015-03-15,Atlanta Hawks,103.1,38.4,82.07,0.47,10.8,27.33,0.4,15.5,19.67,0.78,8.8,31.77,40.57,26.03,8.6,4.73,14.27,17.0,110.41,102.41,93.58,0.57,67.49,9.2,8.48,0.53,13.53,21.61,0.19
2015-03-16,Atlanta Hawks,102.6,38.2,81.87,0.47,10.63,27.33,0.39,15.57,19.77,0.78,8.83,31.23,40.07,25.97,8.8,4.83,14.23,17.03,110.15,102.07,93.33,0.57,67.69,9.42,8.59,0.53,13.52,21.68,0.19
2015-03-18,Atlanta Hawks,102.27,38.07,81.7,0.47,10.5,27.33,0.39,15.63,19.97,0.78,8.7,31.27,39.97,25.67,8.7,4.9,14.33,17.33,109.53,102.33,93.55,0.57,67.18,9.29,8.69,0.53,13.61,21.37,0.19
2015-03-20,Atlanta Hawks,101.93,37.7,81.7,0.46,10.37,27.3,0.38,16.17,20.43,0.79,8.7,31.17,39.87,25.33,8.97,4.93,14.2,17.43,109.0,103.1,93.71,0.56,67.06,9.55,8.74,0.53,13.49,21.07,0.2
2015-03-22,Atlanta Hawks,102.27,37.87,82.0,0.46,10.47,27.3,0.39,16.07,20.37,0.79,8.73,31.1,39.83,25.23,8.83,4.83,14.17,17.57,109.1,104.0,93.91,0.56,66.56,9.38,8.52,0.53,13.43,21.03,0.2
2015-03-25,Atlanta Hawks,101.77,37.73,82.37,0.46,10.47,27.33,0.38,15.83,20.07,0.79,8.8,30.93,39.73,25.07,9.03,4.7,14.23,17.5,108.42,104.77,94.03,0.56,66.37,9.59,8.27,0.52,13.44,21.05,0.19
2015-03-27,Atlanta Hawks,101.37,37.7,82.57,0.46,10.43,27.5,0.38,15.53,19.7,0.79,8.9,31.0,39.9,24.73,9.0,4.73,14.37,17.43,108.0,104.21,94.01,0.56,65.58,9.55,8.27,0.52,13.54,21.3,0.19
2015-03-28,Atlanta Hawks,101.57,37.7,82.17,0.46,10.33,27.1,0.38,15.83,20.03,0.79,8.9,30.87,39.77,24.73,9.13,4.83,14.57,17.23,108.21,104.34,94.01,0.56,65.58,9.69,8.48,0.52,13.75,21.41,0.19
2015-03-30,Atlanta Hawks,101.23,37.63,82.43,0.46,10.4,27.13,0.38,15.57,19.63,0.79,8.83,30.7,39.53,24.8,8.93,4.87,14.4,17.03,107.98,105.33,93.91,0.56,65.9,9.49,8.54,0.52,13.6,21.23,0.19
2015-03-31,Atlanta Hawks,101.17,37.5,82.3,0.46,10.37,27.27,0.38,15.8,20.0,0.79,8.9,30.47,39.37,24.87,8.9,4.83,14.13,17.27,108.33,105.52,93.57,0.56,66.34,9.47,8.49,0.52,13.38,21.39,0.19
2015-04-04,Atlanta Hawks,100.6,37.33,82.43,0.45,10.3,27.17,0.38,15.63,19.73,0.79,9.03,30.8,39.83,24.7,8.9,4.67,14.4,17.07,107.5,105.51,93.72,0.55,66.2,9.45,8.19,0.52,13.6,21.58,0.19
2015-04-07,Atlanta Hawks,101.2,37.7,82.43,0.46,10.47,27.17,0.39,15.33,19.5,0.78,8.87,30.6,39.47,25.07,9.27,4.67,14.4,17.0,108.0,105.29,93.82,0.56,66.37,9.83,8.21,0.52,13.61,21.21,0.19
2015-04-08,Atlanta Hawks,100.9,37.73,82.4,0.46,10.23,27.23,0.37,15.2,19.23,0.79,8.9,30.97,39.87,24.9,9.17,4.67,14.47,17.0,107.81,104.35,93.71,0.56,65.91,9.74,8.19,0.52,13.69,21.42,0.19
2015-04-10,Atlanta Hawks,101.67,38.03,82.67,0.46,10.27,27.23,0.38,15.33,19.47,0.79,8.97,30.77,39.73,25.4,9.33,4.63,14.43,17.07,108.4,105.06,93.91,0.56,66.67,9.9,8.05,0.52,13.62,21.57,0.19
2015-04-12,Atlanta Hawks,101.8,38.07,82.43,0.46,10.37,27.43,0.38,15.3,19.43,0.79,8.97,31.17,40.13,25.8,9.47,4.67,14.7,17.17,108.46,103.69,93.98,0.56,67.6,10.04,8.14,0.52,13.87,21.58,0.19
2015-04-13,Atlanta Hawks,101.6,38.0,82.67,0.46,10.3,27.57,0.37,15.3,19.33,0.79,8.9,30.97,39.87,25.8,9.57,4.67,14.63,17.17,108.11,103.96,94.12,0.56,67.72,10.13,8.13,0.52,13.8,21.44,0.19
2015-04-15,Atlanta Hawks,101.07,38.03,83.03,0.46,10.17,27.73,0.37,14.83,18.87,0.79,9.17,30.67,39.83,25.77,9.47,4.63,14.47,17.1,107.94,104.2,93.81,0.55,67.57,10.07,8.13,0.52,13.64,22.03,0.18
2015-10-27,Atlanta Hawks,100.97,38.13,83.43,0.46,10.03,27.7,0.36,14.67,18.73,0.78,9.4,30.6,40.0,25.7,9.6,4.8,14.5,17.2,107.63,103.88,94.02,0.55,67.24,10.19,8.55,0.52,13.62,22.41,0.18
2015-10-29,Atlanta Hawks,100.2,37.9,83.3,0.46,9.97,27.9,0.36,14.43,18.57,0.77,9.3,30.83,40.13,25.57,9.43,4.73,14.6,17.33,106.73,103.83,94.1,0.55,67.26,10.0,8.49,0.52,13.73,22.06,0.17
2015-10-30,Atlanta Hawks,101.0,38.2,83.47,0.46,10.07,27.73,0.36,14.53,18.67,0.78,9.37,30.6,39.97,25.67,9.6,4.7,14.73,17.37,107.21,103.92,94.42,0.55,67.0,10.14,8.43,0.52,13.82,22.28,0.18
2015-11-01,Atlanta Hawks,101.57,38.43,83.3,0.46,10.07,27.23,0.37,14.63,18.7,0.78,9.07,30.67,39.73,25.8,9.7,4.57,14.47,17.6,107.76,103.52,94.45,0.56,66.94,10.24,8.26,0.52,13.64,21.78,0.18
2015-11-03,Atlanta Hawks,101.47,38.5,83.33,0.46,10.0,27.2,0.36,14.47,18.47,0.78,8.83,31.07,39.9,25.77,9.67,4.53,14.17,17.57,107.72,103.79,94.39,0.56,66.74,10.21,8.25,0.52,13.42,21.28,0.17
2015-11-04,Atlanta Hawks,101.27,38.43,83.5,0.46,9.8,26.73,0.36,14.6,18.67,0.78,9.03,31.2,40.23,25.67,9.77,4.5,14.33,17.43,107.2,103.7,94.65,0.55,66.6,10.29,8.17,0.52,13.52,21.5,0.18
2015-11-06,Atlanta Hawks,101.47,38.47,83.33,0.46,9.6,26.43,0.36,14.93,19.07,0.78,8.87,31.1,39.97,25.67,9.9,4.67,14.23,17.6,107.41,103.66,94.65,0.55,66.53,10.44,8.4,0.52,13.44,21.17,0.18
2015-11-07,Atlanta Hawks,102.4,38.7,83.27,0.47,9.57,26.3,0.36,15.43,19.57,0.79,8.8,31.3,40.1,25.9,9.83,4.7,14.07,17.67,108.26,104.37,94.75,0.56,66.72,10.36,8.46,0.52,13.29,21.15,0.19
2015-11-09,Atlanta Hawks,102.73,38.83,83.47,0.47,9.73,26.43,0.36,15.33,19.37,0.79,8.83,30.93,39.77,26.37,10.13,4.63,14.03,17.73,108.51,104.4,94.82,0.56,67.62,10.66,8.3,0.52,13.25,21.21,0.19
2015-11-11,Atlanta Hawks,102.77,38.87,83.53,0.47,9.97,26.77,0.37,15.07,19.03,0.79,8.6,30.8,39.4,26.47,10.23,4.7,14.17,17.63,108.16,104.72,95.14,0.56,67.8,10.72,8.18,0.53,13.37,20.62,0.18
2015-11-13,Atlanta Hawks,103.5,39.27,83.83,0.47,9.93,26.8,0.37,15.03,19.03,0.79,8.7,30.77,39.47,26.67,10.3,4.63,13.97,17.7,108.9,104.91,95.16,0.56,67.64,10.79,8.1,0.53,13.16,20.9,0.18
2015-11-15,Atlanta Hawks,102.27,38.7,83.43,0.47,9.47,26.27,0.36,15.4,19.47,0.8,8.53,31.0,39.53,26.13,10.13,4.5,14.1,17.57,107.34,104.73,95.33,0.56,67.4,10.6,7.87,0.52,13.3,20.36,0.19
2015-11-17,Atlanta Hawks,102.07,38.8,83.27,0.47,9.43,26.1,0.36,15.03,19.13,0.79,8.53,31.03,39.57,26.4,10.07,4.57,14.0,17.5,107.43,104.42,95.06,0.56,67.98,10.56,7.98,0.52,13.27,20.41,0.18
2015-11-18,Atlanta Hawks,101.8,38.6,83.03,0.47,9.57,26.47,0.36,15.03,19.2,0.79,8.57,31.2,39.77,26.4,9.93,4.6,14.27,17.4,107.12,104.52,95.07,0.56,68.33,10.42,7.96,0.52,13.52,20.46,0.18
2015-11-21,Atlanta Hawks,102.2,38.73,83.47,0.47,9.7,26.7,0.36,15.03,19.1,0.79,8.73,31.4,40.13,26.33,9.93,4.6,14.23,17.43,107.28,104.66,95.32,0.56,67.89,10.39,7.95,0.52,13.45,20.69,0.18
2015-11-24,Atlanta Hawks,101.77,38.53,83.53,0.46,9.67,26.6,0.36,15.03,18.93,0.8,8.83,31.27,40.1,26.23,9.9,4.57,14.23,17.3,107.04,105.08,95.13,0.55,67.99,10.38,7.91,0.52,13.45,20.79,0.18
2015-11-25,Atlanta Hawks,102.63,39.0,83.3,0.47,9.8,26.67,0.37,14.83,18.67,0.8,8.53,31.53,40.07,26.53,9.7,4.67,14.43,17.47,107.81,104.4,95.23,0.56,67.86,10.17,8.05,0.53,13.65,20.46,0.18
2015-11-27,Atlanta Hawks,101.97,38.67,83.3,0.47,9.63,26.73,0.36,15.0,19.0,0.79,8.8,31.9,40.7,26.33,9.73,4.77,14.53,17.6,107.06,103.5,95.28,0.56,67.74,10.2,8.18,0.52,13.72,20.84,0.18
2015-11-28,Atlanta Hawks,102.67,38.57,83.13,0.47,9.7,27.23,0.36,15.83,19.97,0.79,8.8,32.27,41.07,26.33,9.43,4.8,14.23,17.8,107.78,103.02,95.29,0.56,67.92,9.88,8.28,0.52,13.43,20.85,0.19
2015-11-30,Atlanta Hawks,102.43,38.5,83.03,0.47,9.57,27.07,0.35,15.87,20.07,0.79,8.8,32.2,41.0,26.57,9.43,4.7,14.37,17.8,107.4,103.76,95.43,0.56,68.65,9.86,8.1,0.52,13.54,20.76,0.19
2015-12-02,Atlanta Hawks,102.67,38.57,83.63,0.46,9.7,27.4,0.35,15.83,19.93,0.79,9.1,32.33,41.43,26.3,9.33,4.83,14.27,17.87,107.48,104.1,95.57,0.56,67.83,9.74,8.17,0.52,13.39,21.23,0.19
2015-12-04,Atlanta Hawks,102.2,38.43,83.77,0.46,9.47,27.3,0.35,15.87,20.0,0.79,9.3,32.37,41.67,25.97,9.4,4.93,14.3,17.97,106.93,103.37,95.61,0.55,67.17,9.81,8.36,0.52,13.4,21.46,0.19
